"Date","Time","TimeZone","Name","Type","Status","Currency","Gross","Fee","Net","FromEmailAddress","ToEmailAddress","TransactionID","CounterpartyStatus","AddressStatus","ItemTitle","ItemID","ShippingandHandlingAmount","InsuranceAmount","SalesTax","Option1Name","Option1Value","Option2Name","Option2Value","AuctionSite","BuyerID","ItemURL","ClosingDate","EscrowId","InvoiceId","ReferenceTxnID","InvoiceNumber","CustomNumber","Quantity","ReceiptID","Balance","AddressLine1","AddressLine2","City","State","Zip","Country","ContactPhoneNumber","Extra"
"2018-11-03","21:12:32","GMT","پدرام کسایی","Shopping Cart Payment Received","Completed","USD",29,-1.23,27.77,".@trashymail.com","N/A","SAMPLE2VE980023920303","Unregistered",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,"4127-1762-0104-6875",42501.86,,,,,,,,
"2018-11-03","21:12:32","GMT","پدرام کسایی","Shopping Cart Item","Completed","USD",29,0,0,".@trashymail.com","N/A","SAMPLE2VE980023920303","Unregistered",,"Web Millionaire - eBook","WM-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"4127-1762-0104-6875",42501.86,,,,,,,,
"2018-11-03","23:57:51","GMT","Ožbe Mrdavšič","Refund","Completed","USD",-90,3.18,-86.82,"Obe.Mrdavi@pookmail.com",,"SAMPLE1K4885914T60934",,,,,0,0,0,,,,,,,,"0000-00-00",,,"SAMPLE21M77400WB49757",,,0,,42415.04,,,,,,,,
"2018-11-04","00:30:17","GMT","Theresa Cantrell","Shopping Cart Payment Received","Refunded","USD",56,-2.09,53.91,"Theresa.T.Cantrell@mailinator.com","N/A","SAMPLE0JM64981GJ62581","Non-US - Unregistered",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,2,"2873-7316-3641-0607",42468.95,,,,,,,,
"2018-11-04","00:30:17","GMT","Theresa Cantrell","Shopping Cart Item","Refunded","USD",29,0,0,"Theresa.T.Cantrell@mailinator.com","N/A","SAMPLE0JM64981GJ62581","Non-US - Unregistered",,"Web Millionaire - eBook","WM-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"2873-7316-3641-0607",42468.95,,,,,,,,
"2018-11-04","00:30:17","GMT","Theresa Cantrell","Shopping Cart Item","Refunded","USD",27,0,0,"Theresa.T.Cantrell@mailinator.com","N/A","SAMPLE0JM64981GJ62581","Non-US - Unregistered",,"Web Millionaire - Workbooks","WM-WB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"2873-7316-3641-0607",42468.95,,,,,,,,
"2018-11-04","10:14:30","GMT","Theresa Cantrell","Refund","Completed","USD",-56,2.09,-53.91,"Theresa.T.Cantrell@mailinator.com",,"SAMPLE2TR48872CD15106",,,,,0,0,0,,,,,,,,"0000-00-00",,,"SAMPLE0JM64981GJ62581",,,0,,42415.04,,,,,,,,
"2018-11-04","13:39:55","GMT","Millie Andrews","Shopping Cart Payment Received","Completed","USD",218,-7.28,210.72,"Millie.G.Andrews@spambob.com","N/A","SAMPLE8VV65252AL75224","Non-US - Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,2,,42625.76,"50 Banksia Street",,"WEST TOODYAY","WA",6566,"AU","(08) 9053 3972",
"2018-11-04","13:39:55","GMT","Millie Andrews","Shopping Cart Item","Completed","USD",149,0,0,"Millie.G.Andrews@spambob.com","N/A","SAMPLE8VV65252AL75224","Non-US - Verified",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,42625.76,"50 Banksia Street",,"WEST TOODYAY","WA",6566,"AU","(08) 9053 3972",
"2018-11-04","13:39:55","GMT","Millie Andrews","Shopping Cart Item","Completed","USD",69,0,0,"Millie.G.Andrews@spambob.com","N/A","SAMPLE8VV65252AL75224","Non-US - Verified",,"Putler's Guide to Sales Analysis - eBook","PGSA-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,42625.76,"50 Banksia Street",,"WEST TOODYAY","WA",6566,"AU","(08) 9053 3972",
"2018-11-05","06:15:01","GMT","Dragoslav Ivanec","Shopping Cart Payment Received","Completed","EUR",29,-1.23,27.77,"Dragoslav.Ivanec@dodgit.com","N/A","SAMPLE5KD65996VR85388","Non-US - Unverified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,"0475-4298-0417-9569",42653.53,,,,,,,,
"2018-11-05","06:15:01","GMT","Dragoslav Ivanec","Shopping Cart Item","Completed","EUR",29,0,0,"Dragoslav.Ivanec@dodgit.com","N/A","SAMPLE5KD65996VR85388","Non-US - Unverified",,"Web Millionaire - eBook","WM-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"0475-4298-0417-9569",42653.53,,,,,,,,
"2018-11-05","13:03:53","GMT","مونا مسگر","Shopping Cart Payment Received","Completed","USD",149,-5.07,143.93,".@dodgit.com","N/A","SAMPLE75044605BP92829","Non-US - Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,42797.46,"Þórunnarstræti 99",,"Skagaströnd",,545,"IS","457 4512",
"2018-11-05","13:03:53","GMT","مونا مسگر","Shopping Cart Item","Completed","USD",149,0,0,".@dodgit.com","N/A","SAMPLE75044605BP92829","Non-US - Verified",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,42797.46,"Þórunnarstræti 99",,"Skagaströnd",,545,"IS","457 4512",
"2018-11-05","19:47:03","GMT","Rapuluolisa Eberegbulam","Update to eCheque Received","Cleared","USD",29,-1.23,27.77,"Rapuluolisa.Eberegbulam@mailinator.com",,"SAMPLE6X289277ND67113","Verified",,,,0,0,0,,,,,,,,"0000-00-00",,,,,,0,,42825.23,,,,,,,,
"2018-11-05","21:35:11","GMT","Katakin Majer","Shopping Cart Payment Received","Completed","USD",15,-0.78,14.22,"Katakin.Majer@dodgit.com","N/A","SAMPLE8LA05357FM21434","Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,42839.45,,,,,,,,
"2018-11-05","21:35:11","GMT","Katakin Majer","Shopping Cart Item","Completed","USD",15,0,0,"Katakin.Majer@dodgit.com","N/A","SAMPLE8LA05357FM21434","Verified",,"Entrepreneur - T-shirt","EN-T",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,42839.45,,,,,,,,
"2018-11-06","00:10:56","GMT","Katakin Majer","Shopping Cart Payment Received","Completed","USD",38,-1.52,36.48,"Katakin.Majer@dodgit.com","N/A","SAMPLE5FU038075P83903","Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,2,,43047.93,,,,,,,,
"2018-11-06","00:10:56","GMT","Katakin Majer","Shopping Cart Item","Completed","USD",29,0,0,"Katakin.Majer@dodgit.com","N/A","SAMPLE5FU038075P83903","Verified",,"Putler's Guide to Sales Analysis - Audio Book","PGSA-AB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,43047.93,,,,,,,,
"2018-11-06","00:10:56","GMT","Katakin Majer","Shopping Cart Item","Completed","USD",9,0,0,"Katakin.Majer@dodgit.com","N/A","SAMPLE5FU038075P83903","Verified",,"Getting Things Done - a field guide to productivity - eBook","GTD-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,43047.93,,,,,,,,
"2018-11-06","11:50:28","GMT","Patrick Herzog","Shopping Cart Payment Received","Completed","USD",29,-1.23,27.77,"Patrick.Herzog@mailinator.com","N/A","SAMPLE2K374995SS24330","Non-US - Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,43075.7,"Kárpát u. 53.",,"Somlószôlôs",,8483,"HU","(88) 279-176",
"2018-11-06","11:50:28","GMT","Patrick Herzog","Shopping Cart Item","Completed","USD",29,0,0,"Patrick.Herzog@mailinator.com","N/A","SAMPLE2K374995SS24330","Non-US - Verified",,"Web Millionaire - eBook","WM-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,43075.7,"Kárpát u. 53.",,"Somlószôlôs",,8483,"HU","(88) 279-176",
"2018-11-06","11:58:40","GMT","Patrick Herzog","Shopping Cart Payment Received","Completed","USD",27,-1.16,25.84,"Patrick.Herzog@mailinator.com","N/A","SAMPLE4S992389CA06072","Non-US - Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,43101.54,"Kárpát u. 53.",,"Somlószôlôs",,8483,"HU","(88) 279-176",
"2018-11-06","11:58:40","GMT","Patrick Herzog","Shopping Cart Item","Completed","USD",27,0,0,"Patrick.Herzog@mailinator.com","N/A","SAMPLE4S992389CA06072","Non-US - Verified",,"Web Millionaire - Workbooks","WM-WB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,43101.54,"Kárpát u. 53.",,"Somlószôlôs",,8483,"HU","(88) 279-176",
"2018-11-06","19:10:52","GMT","Jovan van Zandwijk","Web Accept Payment Received","Refunded","USD",199,-6.67,192.33,"Jovan.van.Zandwijk@pookmail.com","N/A","SAMPLE77922432VU26860","Non-US - Unverified",,"Web Entrepreneurs' Club Premium - Annual","WECP-Y",0,0,0,,,,,,,,"0000-00-00",,,,"12bpdb4jiua1ag4inwdpjxidc0k8gcsskccs0gw","pacde8412ffabbf83d5383a6361dc372d8[%b-aq6cihb%]",1,,43293.87,,,,,,,,
"2018-11-07","12:03:26","GMT","Klemens Borkowski","Refund","Completed","USD",-218,7.28,-210.72,"Klemens.Borkowski@pookmail.com",,"SAMPLE80V09821L989003",,,,,0,0,0,,,,,,,,"0000-00-00",,,"SAMPLE7MU242736805381",,,0,,43083.15,,,,,,,,
"2018-11-07","12:15:35","GMT","Jovan van Zandwijk","Refund","Completed","USD",-199,6.67,-192.33,"Jovan.van.Zandwijk@pookmail.com",,"SAMPLE88D203211V27250",,,,,0,0,0,,,,,,,,"0000-00-00",,,"SAMPLE77922432VU26860",,,0,,42890.82,,,,,,,,
"2018-11-07","23:59:53","GMT","Łukasz Kaczmarek","Shopping Cart Payment Received","Completed","EUR",27,-1.16,25.84,"ukasz.Kaczmarek@pookmail.com","N/A","SAMPLE9YN977438V93720","Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,42916.66,,,,,,,,
"2018-11-07","23:59:53","GMT","Łukasz Kaczmarek","Shopping Cart Item","Completed","EUR",27,0,0,"ukasz.Kaczmarek@pookmail.com","N/A","SAMPLE9YN977438V93720","Verified",,"Web Millionaire - Workbooks","WM-WB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,42916.66,,,,,,,,
"2018-11-08","11:50:46","GMT","Big Boys Club","Pre-approved Payment Sent","Completed","USD",-11.62,0,-11.62,"N/A","N/A","SAMPLE02B93744BN43991","Verified",,,,0,0,0,,,,,,,,"0000-00-00",,,,"282396686_1162",,1,,42905.04,,,,,,,,
"2018-11-08","15:46:32","GMT","Herman Henriksen","Shopping Cart Payment Received","Completed","USD",47.5,-1.82,45.68,"Herman.L.Henriksen@trashymail.com","N/A","SAMPLE0B6268523W48268","Non-US - Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,42950.72,"Lützowplatz 82",,"Niederscheidweiler","RP",54533,"DE","06574 26 09 84",
"2018-11-08","15:46:32","GMT","Herman Henriksen","Shopping Cart Item","Completed","USD",47.5,0,0,"Herman.L.Henriksen@trashymail.com","N/A","SAMPLE0B6268523W48268","Non-US - Verified",,"eBook Bundle","EBB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,42950.72,"Lützowplatz 82",,"Niederscheidweiler","RP",54533,"DE","06574 26 09 84",
"2018-11-08","18:06:13","GMT","Simone Beich","Payment Received","Completed","USD",1000,-32.3,967.7,"Simone.Beich@spambob.com","N/A","SAMPLE0G448953GS85752","Non-US - Verified",,,,0,0,0,,,,,,,,"0000-00-00",,,,,,0,,43918.42,"Västra Husby Häggetorp 33",,"STORUMAN",,"923 00","SE","0951-8337590",
"2018-11-08","18:47:28","GMT","実 阿部","Shopping Cart Payment Received","Completed","USD",218,-7.28,210.72,".@spambob.com","N/A","SAMPLE2YA374360L38014","Non-US - Unregistered",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,2,"3534-8217-7201-0276",44129.14,,,,,,,,
"2018-11-08","18:47:28","GMT","実 阿部","Shopping Cart Item","Completed","USD",149,0,0,".@spambob.com","N/A","SAMPLE2YA374360L38014","Non-US - Unregistered",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"3534-8217-7201-0276",44129.14,,,,,,,,
"2018-11-08","18:47:28","GMT","実 阿部","Shopping Cart Item","Completed","USD",69,0,0,".@spambob.com","N/A","SAMPLE2YA374360L38014","Non-US - Unregistered",,"Putler's Guide to Sales Analysis - eBook","PGSA-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"3534-8217-7201-0276",44129.14,,,,,,,,
"2018-11-09","06:06:07","GMT","Gerbrig Penninkhof","Shopping Cart Payment Received","Completed","USD",218,-7.28,210.72,"Gerbrig.Penninkhof@pookmail.com","N/A","SAMPLE2NL94492TS92710","Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,2,,44339.86,,,,,,,,
"2018-11-09","06:06:07","GMT","Gerbrig Penninkhof","Shopping Cart Item","Completed","USD",69,0,0,"Gerbrig.Penninkhof@pookmail.com","N/A","SAMPLE2NL94492TS92710","Verified",,"Putler's Guide to Sales Analysis - eBook","PGSA-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,44339.86,,,,,,,,
"2018-11-09","06:06:07","GMT","Gerbrig Penninkhof","Shopping Cart Item","Completed","USD",149,0,0,"Gerbrig.Penninkhof@pookmail.com","N/A","SAMPLE2NL94492TS92710","Verified",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,44339.86,,,,,,,,
"2018-11-09","07:13:15","GMT","Dacil Santillán","Shopping Cart Payment Received","Completed","USD",69,-2.51,66.49,"Dacil.Santillán.Orellana@trashymail.com","N/A","SAMPLE4GU292293S53411","Non-US - Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,44406.35,"Via Scala 105",,"Quiliano","SV",17047,"IT","0393 6819233",
"2018-11-09","07:13:15","GMT","Dacil Santillán","Shopping Cart Item","Completed","USD",69,0,0,"Dacil.Santillán.Orellana@trashymail.com","N/A","SAMPLE4GU292293S53411","Non-US - Verified",,"Putler's Guide to Sales Analysis - eBook","PGSA-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,44406.35,"Via Scala 105",,"Quiliano","SV",17047,"IT","0393 6819233",
"2018-11-09","08:29:15","GMT","Fabio Barela","Shopping Cart Payment Received","Completed","USD",29,-1.23,27.77,"Fabio.Barela.Merino@dodgit.com","N/A","SAMPLE6PC95809GU23068","Non-US - Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,44434.12,"2766 Cork St",,"Guelph","ON","N1H 2W8","CA","519-838-0264",
"2018-11-09","08:29:15","GMT","Fabio Barela","Shopping Cart Item","Completed","USD",29,0,0,"Fabio.Barela.Merino@dodgit.com","N/A","SAMPLE6PC95809GU23068","Non-US - Verified",,"Web Millionaire - eBook","WM-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,44434.12,"2766 Cork St",,"Guelph","ON","N1H 2W8","CA","519-838-0264",
"2018-11-09","11:19:37","GMT","Dacil Santillán","Shopping Cart Payment Received","Completed","USD",149,-5.07,143.93,"Dacil.Santillán.Orellana@trashymail.com","N/A","SAMPLE0EP79799UV27795","Non-US - Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,44578.05,"Via Scala 105",,"Quiliano","SV",17047,"IT","0393 6819233",
"2018-11-09","11:19:37","GMT","Dacil Santillán","Shopping Cart Item","Completed","USD",149,0,0,"Dacil.Santillán.Orellana@trashymail.com","N/A","SAMPLE0EP79799UV27795","Non-US - Verified",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,44578.05,"Via Scala 105",,"Quiliano","SV",17047,"IT","0393 6819233",
"2018-11-09","15:48:10","GMT","Hugo Minahan","Shopping Cart Payment Received","Completed","USD",176,-5.93,170.07,"Hugo.Minahan@pookmail.com","N/A","SAMPLE31E25427B358434","Non-US - Unregistered",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,2,"3647-4973-7259-5729",44748.12,,,,,,,,
"2018-11-09","15:48:10","GMT","Hugo Minahan","Shopping Cart Item","Completed","USD",149,0,0,"Hugo.Minahan@pookmail.com","N/A","SAMPLE31E25427B358434","Non-US - Unregistered",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"3647-4973-7259-5729",44748.12,,,,,,,,
"2018-11-09","15:48:10","GMT","Hugo Minahan","Shopping Cart Item","Completed","USD",27,0,0,"Hugo.Minahan@pookmail.com","N/A","SAMPLE31E25427B358434","Non-US - Unregistered",,"Web Millionaire - Workbooks","WM-WB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"3647-4973-7259-5729",44748.12,,,,,,,,
"2018-11-09","16:10:00","GMT","Teppo Väisänen","Shopping Cart Payment Received","Completed","USD",149,-5.07,143.93,"Teppo.Väisänen@trashymail.com","N/A","SAMPLE5P4493390056102","Non-US - Unverified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,44892.05,,,,,,,,
"2018-11-09","16:10:00","GMT","Teppo Väisänen","Shopping Cart Item","Completed","USD",149,0,0,"Teppo.Väisänen@trashymail.com","N/A","SAMPLE5P4493390056102","Non-US - Unverified",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,44892.05,,,,,,,,
"2018-11-09","21:47:38","GMT","Uchuu Osaka","Web Accept Payment Received","Completed","USD",90,-3.18,86.82,"Uchuu.Osaka@trashymail.com","N/A","SAMPLE1JJ52366K242331","Non-US - Unverified",,"Wordpress Theme Pack for Web Businesses","WTPWB",0,0,0,,,,,,,,"0000-00-00",,,,"12bpdb84ug3gg83ixcjxkxo7swsggkgggsc0k04","p89de457e620656ab4671e2b8aa495ee08[%bvpq7yxb%]",1,,44978.87,,,,,,,,
"2018-11-09","23:30:19","GMT","Aser Carrasquill","Payment Received","Completed","USD",6.24,0,6.24,"Aser.Carrasquill.Duran@dodgit.com","N/A","SAMPLE19T33823EE91080","Verified",,,,0,0,0,,,,,,,,"0000-00-00",,,,,,0,,44985.11,,,,,,,,
"2018-11-10","00:57:44","GMT","Samuli Hahl","Shopping Cart Payment Received","Completed","USD",149,-5.07,143.93,"Samuli.Hahl@spambob.com","N/A","SAMPLE5SK20111KA22539","Unregistered",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,"2409-2298-6844-8810",45129.04,,,,,,,,
"2018-11-10","00:57:44","GMT","Samuli Hahl","Shopping Cart Item","Completed","USD",149,0,0,"Samuli.Hahl@spambob.com","N/A","SAMPLE5SK20111KA22539","Unregistered",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"2409-2298-6844-8810",45129.04,,,,,,,,
"2018-11-10","02:22:08","GMT","Lew Wiśniewski","Shopping Cart Payment Received","Completed","USD",149,-5.07,143.93,"Lew.Winiewski@dodgit.com","N/A","SAMPLE91205612LV15609","Non-US - Unregistered",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,"4167-0327-9371-4936",45272.97,,,,,,,,
"2018-11-10","02:22:08","GMT","Lew Wiśniewski","Shopping Cart Item","Completed","USD",149,0,0,"Lew.Winiewski@dodgit.com","N/A","SAMPLE91205612LV15609","Non-US - Unregistered",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"4167-0327-9371-4936",45272.97,,,,,,,,
"2018-11-10","03:54:13","GMT","Marija Vilma Baškovič","Shopping Cart Payment Received","Completed","USD",247,-8.2,238.8,"Marija.Vilma.Bakovi@mailinator.com","N/A","SAMPLE7DF27205YX96121","Non-US - Unregistered",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,3,"0193-7305-0851-0830",45511.77,,,,,,,,
"2018-11-10","03:54:13","GMT","Marija Vilma Baškovič","Shopping Cart Item","Completed","USD",149,0,0,"Marija.Vilma.Bakovi@mailinator.com","N/A","SAMPLE7DF27205YX96121","Non-US - Unregistered",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"0193-7305-0851-0830",45511.77,,,,,,,,
"2018-11-10","03:54:13","GMT","Marija Vilma Baškovič","Shopping Cart Item","Completed","USD",69,0,0,"Marija.Vilma.Bakovi@mailinator.com","N/A","SAMPLE7DF27205YX96121","Non-US - Unregistered",,"Putler's Guide to Sales Analysis - eBook","PGSA-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"0193-7305-0851-0830",45511.77,,,,,,,,
"2018-11-10","03:54:13","GMT","Marija Vilma Baškovič","Shopping Cart Item","Completed","USD",29,0,0,"Marija.Vilma.Bakovi@mailinator.com","N/A","SAMPLE7DF27205YX96121","Non-US - Unregistered",,"Web Millionaire - eBook","WM-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"0193-7305-0851-0830",45511.77,,,,,,,,
"2018-11-10","12:32:53","GMT","Rapuluolisa Eberegbulam","Shopping Cart Payment Received","Completed","USD",27,-1.16,25.84,"Rapuluolisa.Eberegbulam@mailinator.com","N/A","SAMPLE3AR920931843364","Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,45537.61,,,,,,,,
"2018-11-10","12:32:53","GMT","Rapuluolisa Eberegbulam","Shopping Cart Item","Completed","USD",27,0,0,"Rapuluolisa.Eberegbulam@mailinator.com","N/A","SAMPLE3AR920931843364","Verified",,"Web Millionaire - Workbooks","WM-WB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,45537.61,,,,,,,,
"2018-11-10","13:08:16","GMT","Bethany Vallis","Recurring Payment Received","Completed","USD",1,-0.33,0.67,"Bethany.Vallis@mailinator.com","N/A","SAMPLE31478285W780753","Non-US - Unverified",,,,0,0,0,,,,,,,,"0000-00-00","I-HJKRT5675TSAMPLE",,,,,0,,45538.28,,,,,,,,
"2018-11-10","13:22:19","GMT","Wiga Król","Shopping Cart Payment Received","Completed","USD",149,-5.07,143.93,"Wiga.Król@trashymail.com","N/A","SAMPLE0CC06604X947893","Non-US - Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,45682.21,"87 Manor Way",,"GREAT NESS",,"SY4 1LA","GB","079 1658 7772",
"2018-11-10","13:22:19","GMT","Wiga Król","Shopping Cart Item","Completed","USD",149,0,0,"Wiga.Król@trashymail.com","N/A","SAMPLE0CC06604X947893","Non-US - Verified",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,45682.21,"87 Manor Way",,"GREAT NESS",,"SY4 1LA","GB","079 1658 7772",
"2018-11-10","16:32:02","GMT","Putler","Subscription Payment Sent","Completed","USD",-5,0,-5,"N/A","orders@safetymail.info","SAMPLE11U54425NG83595","Non-US - Verified",,"Putler Standard - Monthly",5,0,0,0,,,,,,,,"0000-00-00",,,,,,0,,45677.21,,,,,,,,
"2018-11-10","22:10:03","GMT","Liesje Winther","Shopping Cart Payment Received","Completed","USD",47.5,-1.82,45.68,"Liesje.K.Winther@spambob.com","N/A","SAMPLE95K906699024684","Unverified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,45722.89,,,,,,,,
"2018-11-10","22:10:03","GMT","Liesje Winther","Shopping Cart Item","Completed","USD",47.5,0,0,"Liesje.K.Winther@spambob.com","N/A","SAMPLE95K906699024684","Unverified",,"eBook Bundle","EBB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,45722.89,,,,,,,,
"2018-11-11","01:35:58","GMT","Benedetto Romani","Web Accept Payment Received","Completed","USD",90,-3.18,86.82,"Benedetto.Romani@pookmail.com","N/A","SAMPLE5BP06746KF33528","Unregistered",,"Wordpress Theme Pack for Web Businesses","WTPWB",0,0,0,,,,,,,,"0000-00-00",,,,"12bpdb9h3qw2ov1pqx4w9k7w80kkg00040ows4o","pb9c04083d8c4ef5cae95a310170ccd278[%bjkyubdb%]",1,"0199-2573-6808-7406",45809.71,,,,,,,,
"2018-11-11","04:19:05","GMT","Jay Byrne","Shopping Cart Payment Received","Completed","USD",29,-1.23,27.77,"Jay.O.Byrne@pookmail.com","N/A","SAMPLE81214702HA66495","Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,45837.48,,,,,,,,
"2018-11-11","04:19:05","GMT","Jay Byrne","Shopping Cart Item","Completed","USD",29,0,0,"Jay.O.Byrne@pookmail.com","N/A","SAMPLE81214702HA66495","Verified",,"Web Millionaire - eBook","WM-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,45837.48,,,,,,,,
"2018-11-11","04:51:39","GMT","Bryn Boyle","Shopping Cart Payment Received","Completed","USD",218,-7.28,210.72,"Bryn.Boyle@mailinator.com","N/A","SAMPLE4P3957181F09129","Unregistered",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,2,"3352-0477-5920-7136",46048.2,,,,,,,,
"2018-11-11","04:51:39","GMT","Bryn Boyle","Shopping Cart Item","Completed","USD",149,0,0,"Bryn.Boyle@mailinator.com","N/A","SAMPLE4P3957181F09129","Unregistered",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"3352-0477-5920-7136",46048.2,,,,,,,,
"2018-11-11","04:51:39","GMT","Bryn Boyle","Shopping Cart Item","Completed","USD",69,0,0,"Bryn.Boyle@mailinator.com","N/A","SAMPLE4P3957181F09129","Unregistered",,"Putler's Guide to Sales Analysis - eBook","PGSA-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"3352-0477-5920-7136",46048.2,,,,,,,,
"2018-11-11","09:13:08","GMT","美羽 磯谷","Shopping Cart Payment Received","Completed","USD",149,-5.07,143.93,".@pookmail.com","N/A","SAMPLE9H216729DM60901","Non-US - Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,46192.13,"Πόρτο Χέλι 183",,"ΤΡΑΧΩΝΙ",,4651,"CY",5983676,
"2018-11-11","09:13:08","GMT","美羽 磯谷","Shopping Cart Item","Completed","USD",149,0,0,".@pookmail.com","N/A","SAMPLE9H216729DM60901","Non-US - Verified",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,46192.13,"Πόρτο Χέλι 183",,"ΤΡΑΧΩΝΙ",,4651,"CY",5983676,
"2018-11-11","14:40:56","GMT","Filmon Medhanie","Shopping Cart Payment Received","Completed","USD",47.5,-1.82,45.68,"Filmon.Medhanie@pookmail.com","N/A","SAMPLE62300614GS14413","Non-US - Unregistered",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,"0109-9105-2750-6802",46237.81,,,,,,,,
"2018-11-11","14:40:56","GMT","Filmon Medhanie","Shopping Cart Item","Completed","USD",47.5,0,0,"Filmon.Medhanie@pookmail.com","N/A","SAMPLE62300614GS14413","Non-US - Unregistered",,"eBook Bundle","EBB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"0109-9105-2750-6802",46237.81,,,,,,,,
